Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Good/Bad,timestamp
start,45,0.001,0.0004,100,518.67,14.62,21.61,1.3,47.53,521.06,2388.14,8143.86,8.458,0.03,393,2388,100,38.95,23.2552,0,3/10/2020 13:25
14,46,-0.0027,-0.0002,100,518.67,14.62,21.61,1.3,47.4,521.27,2388.09,8145.62,8.446,0.03,392,2388,100,38.96,23.4121,0,3/10/2020 13:30
14,47,-0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.41,521.16,2388.11,8144.15,8.4292,0.03,392,2388,100,38.96,23.23,0,3/10/2020 13:35
14,48,0.0025,-0.0003,100,518.67,14.62,21.61,1.3,47.56,521.49,2388.1,8137.87,8.4455,0.03,393,2388,100,38.65,23.2029,0,3/10/2020 13:40
14,49,0.0017,0,100,518.67,14.62,21.61,1.3,47.62,521.42,2388.13,8145.41,8.4538,0.03,392,2388,100,38.84,23.2645,0,3/10/2020 13:45
14,50,-0.003,0.0003,100,518.67,14.62,21.61,1.3,47.45,521.28,2388.11,8140.91,8.411,0.03,394,2388,100,38.82,23.3887,0,3/10/2020 13:50
14,51,0.0003,0.0005,100,518.67,14.62,21.61,1.3,47.59,521.28,2388.13,8139.69,8.4386,0.03,392,2388,100,38.82,23.258,0,3/10/2020 13:55
14,52,-0.0003,0.0003,100,518.67,14.62,21.61,1.3,47.54,521.72,2388.1,8141.28,8.4538,0.03,394,2388,100,38.84,23.3937,0,3/10/2020 14:00
14,53,0.0003,-0.0004,no response,518.67,14.62,21.61,1.3,47.52,521.09,2388.06,8139.93,8.4252,0.03,393,2388,100,38.91,23.308,0,3/10/2020 14:05
14,54,-0.0042,0.0004,100,518.67,14.62,21.61,1.3,47.39,521.48,2388.14,8136.02,8.439,0.03,392,2388,100,38.94,23.2114,0,3/10/2020 14:10
14,55,-0.0015,0.0004,100,518.67,14.62,21.61,1.3,47.34,521.35,no response,8138.45,8.4576,0.03,393,2388,100,38.99,23.3618,0,3/10/2020 14:15
14,56,0.0026,0.0001,I/O,518.67,14.62,21.61,1.3,I/O,521.75,2388.12,8140.55,8.4351,0.03,394,2388,stop,38.92,23.318,0,3/10/2020 14:20
14,57,-0.0012,no response,100,518.67,14.62,21.61,1.3,47.48,521.14,2388.08,8147.05,8.4183,0.03,392,2388,100,38.79,23.3486,0,3/10/2020 14:25
14,58,0.0019,-0.0004,100,518.67,14.62,21.61,1.3,47.48,521.3,2388.12,8142.15,8.4081,0.03,394,2388,100,38.92,23.308,0,3/10/2020 14:30
14,No Data,0.002,0.0004,100,518.67,14.62,21.61,1.3,47.62,521.49,2388.08,8141.52,8.4507,0.03,393,no response,100,38.85,23.2976,0,3/10/2020 14:35
14,60,0.0004,0.0004,100,518.67,14.62,21.61,1.3,47.68,520.7,2388.07,8141.94,I/O,0.03,394,2388,100,38.84,23.3221,0,3/10/2020 14:40
14,61,-0.0044,-0.0001,100,518.67,14.62,21.61,1.3,47.53,521.12,2388.2,8141.19,8.4389,0.03,393,2388,100,38.67,23.3028,0,3/10/2020 14:45
14,62,0.0023,-0.0003,100,518.67,14.62,21.61,1.3,47.32,521.87,2388.08,8144.88,8.4568,0.03,392,2388,100,38.86,23.3838,0,3/10/2020 14:51
14,63,-0.0029,-0.0003,100,518.67,14.62,21.61,1.3,47.49,521.08,2388.07,8140,8.464,0.03,395,2388,100,38.6,23.2772,0,3/10/2020 14:55
14,64,0.0032,0.0001,100,518.67,14.62,21.61,no connection,47.47,521.43,2388.12,8143.79,8.4325,0.03,393,2388,100,38.82,23.2672,0,3/10/2020 15:00
14,65,0.0015,0,100,518.67,14.62,21.61,1.3,47.4,520.98,2388.13,8145.58,8.4552,0.03,393,2388,100,38.97,23.2124,0,3/10/2020 15:05
14,66,0.0011,-0.0003,100,518.67,14.62,21.61,1.3,47.52,521.52,2388.06,8142.61,8.4729,0.03,393,2388,100,38.77,23.3841,0,3/10/2020 15:10
14,67,-0.0025,0.0003,100,518.67,14.62,21.61,1.3,47.48,521.32,2388.11,8147.31,8.4081,0.03,394,2388,100,38.76,23.27,0,3/10/2020 15:15
14,68,0.0029,0.0002,100,518.67,14.62,21.61,1.3,47.44,521.54,2388.06,8139,8.4352,0.03,392,2388,100,38.93,23.2654,0,3/10/2020 15:20
14,69,-0.0008,-0.0001,100,518.67,14.62,21.61,1.3,47.46,521.31,2388.1,8142.5,8.4405,0.03,394,2388,stop,38.89,23.3317,0,3/10/2020 15:25
14,70,-0.0016,0.0003,100,518.67,14.62,21.61,1.3,47.58,521.29,2388.08,8142.73,8.463,0.03,394,2388,I/O,38.76,23.2976,0,3/10/2020 15:30
14,71,0,-0.0002,100,518.67,14.62,21.61,1.3,47.61,521.22,2388.11,8137.17,8.4583,0.03,394,2388,100,38.87,23.2015,0,3/10/2020 15:35
14,72,-0.0035,-0.0004,100,518.67,14.62,21.61,1.3,47.6,521.01,2388.12,8143.38,8.4656,0.03,393,2388,100,38.86,23.338,0,3/10/2020 15:40
14,73,0.002,0.0001,100,518.67,14.62,21.61,1.3,47.65,521.46,2388.09,8140.44,8.455,0.03,393,2388,100,38.73,23.2649,0,3/10/2020 15:45
14,74,0.0028,nan,100,518.67,14.62,21.61,1.3,47.55,521.28,2388.09,8145.88,8.4107,0.03,392,2388,100,38.77,23.3763,0,3/10/2020 15:50
14,75,0.0044,0.0002,100,518.67,14.62,21.61,1.3,47.63,521.44,2388.08,8141.62,8.417,0.03,394,2388,100,38.9,23.2479,0,3/10/2020 15:55
14,76,0.0027,-0.0003,100,518.67,14.62,21.61,1.3,47.54,521.5,2388.12,8143.27,8.4397,0.03,393,2388,100,38.64,23.2067,0,3/10/2020 16:00
14,77,0.0022,0.0001,100,518.67,14.62,21.61,1.3,47.64,521.17,2388.08,8141.18,8.4554,0.03,394,2388,100,38.87,23.293,0,3/10/2020 16:05
14,Missing,0.0019,-0.0003,100,518.67,14.62,21.61,1.3,47.57,521.44,2388.07,8143.69,8.4433,0.03,393,2388,100,38.92,23.2501,0,3/10/2020 16:10
14,79,0.0007,-0.0001,100,518.67,14.62,21.61,1.3,47.64,521.18,2388.12,8141.19,8.4381,0.03,394,2388,100,38.83,23.2541,0,3/10/2020 16:15
14,80,-0.0019,0,100,518.67,14.62,21.61,1.3,47.45,520.98,2388.11,8146.05,8.44,0.03,392,2388,100,38.71,23.37,0,3/10/2020 16:20
14,81,0.0029,-0.0001,100,518.67,14.62,21.61,1.3,47.46,521.87,2388.1,8134.7,8.4098,stop,393,2388,100,nan,23.1852,0,3/10/2020 16:25
14,82,0.0023,0.0004,100,518.67,14.62,21.61,1.3,47.4,521.66,2388.14,8138.28,8.4454,0.03,394,2388,100,39.06,23.2643,0,3/10/2020 16:30
14,83,-0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.69,521.26,2388.15,8140.42,8.4553,0.03,393,2388,100,38.7,23.2848,0,3/10/2020 16:35
14,84,0.0035,0,100,518.67,14.62,21.61,1.3,47.65,521.29,2388.08,8138.25,8.4488,0.03,394,2388,100,38.68,23.3226,0,3/10/2020 16:40
14,85,0.0036,0.0002,100,518.67,14.62,21.61,1.3,47.57,521.35,2388.08,8141.49,8.4388,0.03,394,2388,100,38.79,23.2547,0,3/10/2020 16:45
14,86,-0.002,-0.0002,100,518.67,14.62,21.61,1.3,47.34,521.71,2388.11,8146.14,8.4595,0.03,394,2388,100,38.82,23.3604,0,3/10/2020 16:50
14,87,-0.001,0.0003,100,518.67,14.62,21.61,1.3,47.57,520.74,2388.09,8146.68,8.4568,0.03,394,2388,100,38.74,23.3045,0,3/10/2020 16:55
14,nan,0.0031,-0.0001,100,518.67,stop,21.61,1.3,47.61,521.59,2388.01,8147.67,8.4243,0.03,393,2388,100,38.64,23.2514,0,3/10/2020 17:00
14,89,-0.0006,-0.0003,100,518.67,14.62,21.61,1.3,47.58,522.11,2388.13,8142.94,8.4386,0.03,393,2388,100,38.79,23.2488,0,3/10/2020 17:05
14,90,-0.0015,-0.0004,100,518.67,14.62,21.61,1.3,47.68,521.22,2388.1,8149.95,8.4453,0.03,392,2388,100,38.8,23.2449,0,3/10/2020 17:10
14,91,0.0021,-0.0001,100,518.67,14.62,21.61,1.3,47.6,521.49,2388.12,8141.55,8.4608,0.03,393,2388,100,38.66,23.3804,0,3/10/2020 17:15
no response,92,-0.004,-0.0005,100,518.67,14.62,21.61,1.3,47.71,521.47,2388.14,8147.89,8.4589,0.03,393,2388,100,38.7,23.3013,0,3/10/2020 17:20
14,93,-0.0028,-0.0003,100,518.67,14.62,21.61,1.3,47.54,520.9,2388.08,8147.97,8.4468,0.03,393,2388,100,38.79,23.2173,0,3/10/2020 17:25
14,94,-0.0006,-0.0005,100,518.67,14.62,21.61,1.3,47.65,521.67,2388.12,8146.12,8.4615,0.03,393,2388,100,38.81,23.2616,0,3/10/2020 17:30
14,95,0.0033,0.0004,100,518.67,14.62,21.61,1.3,47.58,521.02,2388.09,8152.27,8.4636,0.03,393,2388,100,38.79,23.2899,0,3/10/2020 17:35
14,96,-0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.55,521.57,2388.14,8140.89,8.4663,0.03,393,2388,100,38.87,23.2168,0,3/10/2020 17:40
14,97,0.002,0.0001,100,518.67,14.62,21.61,1.3,47.73,521.04,2388.09,8142.71,8.4689,0.03,393,2388,100,38.8,23.3433,0,3/10/2020 17:45
14,stop,0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.81,521.27,2388.06,8144.42,8.4391,0.03,393,2388,100,38.82,23.2877,0,3/10/2020 17:50
14,99,-0.0001,0.0004,100,518.67,14.62,21.61,1.3,47.7,520.92,2388.11,8142.45,8.4195,0.03,392,2388,100,38.85,23.3029,0,3/10/2020 17:55
14,100,0.0035,0,100,518.67,14.62,21.61,1.3,47.62,521.65,2388.08,8145.82,8.4595,0.03,394,2388,100,38.75,23.2522,0,3/10/2020 18:00
14,101,0.007,-0.0003,100,518.67,14.62,21.61,1.3,47.56,521.42,2388.08,8145.62,8.4754,0.03,394,2388,100,38.72,23.23,0,3/10/2020 18:05
14,102,0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.65,521.27,2388.06,8152.37,8.4486,0.03,393,2388,100,38.86,23.1118,0,3/10/2020 18:10
14,103,-0.0002,-0.0002,100,518.67,14.62,21.61,1.3,47.58,521.32,2388.09,8147.71,8.4654,0.03,392,2388,100,38.83,23.2863,0,3/10/2020 18:15
14,104,-0.0036,-0.0002,100,518.67,14.62,21.61,1.3,47.61,520.46,2388.12,8141.89,8.4712,0.03,393,2388,100,38.77,23.242,0,3/10/2020 18:20
14,105,0.0027,0.0003,100,518.67,14.62,21.61,1.3,47.65,521.04,2388.07,8148.4,8.4498,0.03,394,2388,100,38.8,23.1996,0,3/10/2020 18:25
14,106,0.001,0,100,518.67,14.62,21.61,1.3,47.63,521.29,2388.09,8147.8,8.4921,0.03,394,2388,100,38.82,23.2096,0,3/10/2020 18:30
14,107,0.0043,-0.0002,100,518.67,14.62,21.61,1.3,47.72,521.17,2388.07,8145.54,8.4718,0.03,394,2388,100,38.87,23.1695,0,3/10/2020 18:35
14,108,-0.0018,0.0002,start,518.67,14.62,21.61,1.3,47.65,521.42,2388.12,8147.25,8.4474,0.03,394,2388,100,38.67,23.2686,0,3/10/2020 18:40
14,109,0.0011,0.0002,100,518.67,14.62,21.61,1.3,47.57,520.99,2388.1,8145.09,8.431,0.03,395,2388,No Data,38.75,23.3163,0,3/10/2020 18:45
14,110,0.0025,0.0001,100,518.67,14.62,21.61,1.3,47.72,521.63,2388.13,8152.5,8.4546,0.03,394,2388,100,38.92,23.2305,0,3/10/2020 18:50
14,111,0.003,0,100,518.67,14.62,21.61,1.3,47.58,521.09,2388.12,8146.77,8.4251,0.03,394,2388,100,38.69,23.3255,0,3/10/2020 18:55
14,112,-0.0008,0.0005,100,518.67,Missing,21.61,1.3,47.89,520.99,2388.13,8154.24,8.444,0.03,393,2388,100,38.64,23.2058,0,3/10/2020 19:00
14,stop,-0.0006,0.0001,100,518.67,14.62,21.61,1.3,47.56,520.87,2388.09,8149.88,8.451,0.03,394,2388,100,38.74,23.1623,0,3/10/2020 19:05
14,114,0.0019,0.0002,100,518.67,14.62,21.61,1.3,47.7,521.47,2388.07,8148.71,8.4517,0.03,392,2388,100,38.78,23.1934,0,3/10/2020 19:10
14,115,-0.0027,-0.0004,100,518.67,14.62,21.61,1.3,47.65,521.16,2388.16,8148.99,8.4173,0.03,394,2388,100,38.72,23.1378,0,3/10/2020 19:15
14,116,-0.0014,-0.0002,100,518.67,14.62,21.61,1.3,47.7,521.35,2388.15,8148.38,8.4891,0.03,395,2388,100,38.83,23.2401,0,3/10/2020 19:20
14,117,0.0012,0.0003,100,518.67,14.62,21.61,Missing,47.74,521.24,2388.15,8142.19,8.4461,0.03,395,2388,100,38.77,23.2398,0,3/10/2020 19:25
14,118,-0.0013,0.0001,100,518.67,14.62,21.61,1.3,47.61,520.89,2388.08,8149.56,8.4363,0.03,393,2388,100,38.83,23.2416,0,3/10/2020 19:30
14,119,0.0013,-0.0003,100,518.67,14.62,21.61,1.3,47.64,521.05,2388.11,8152.03,8.4646,Bad,395,2388,100,38.57,23.1923,0,3/10/2020 19:35
14,120,Bad,0.0001,100,518.67,14.62,21.61,1.3,47.8,521.06,2388.1,8148.57,8.465,0.03,393,2388,100,38.71,23.1918,0,3/10/2020 19:40
14,121,0.0014,0,100,518.67,14.62,21.61,1.3,47.81,520.73,2388.16,8154.27,8.4714,0.03,395,2388,100,38.78,23.169,0,3/10/2020 19:45
14,122,-0.0005,0.0001,100,518.67,14.62,21.61,1.3,47.82,521.18,2388.11,8144.87,8.469,0.03,394,2388,100,38.64,23.1663,0,3/10/2020 19:50
14,123,0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.76,521.16,2388.12,8151.04,8.4536,0.03,392,2388,100,38.65,23.371,0,3/10/2020 19:55
14,124,-0.0001,-0.0001,100,518.67,14.62,21.61,1.3,47.71,521.01,2388.17,8151.92,8.4531,0.03,393,2388,100,38.72,no response,0,3/10/2020 20:00
14,125,0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.73,521.05,2388.16,8156.29,8.4516,0.03,394,2388,100,38.86,23.212,0,3/10/2020 20:05
14,126,0.004,0.0001,100,518.67,14.62,21.61,1.3,47.48,520.94,2388.14,8149.43,8.4605,0.03,395,2388,100,38.54,23.213,0,3/10/2020 20:10
14,127,-0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.6,521.01,2388.14,8151.12,8.4846,0.03,393,2388,100,38.81,23.2299,0,3/10/2020 20:15
14,128,-0.0045,-0.0001,100,518.67,14.62,21.61,1.3,47.75,520.99,2388.11,8157.97,8.4751,0.03,393,2388,100,38.62,23.0891,0,3/10/2020 20:20
14,129,-0.001,-0.0004,100,518.67,14.62,21.61,1.3,47.52,521.42,2388.09,8152.14,8.4644,0.03,394,2388,100,38.83,23.2301,0,3/10/2020 20:25
14,130,0.0022,0,100,518.67,14.62,21.61,1.3,47.6,520.45,2388.15,8151.09,nan,0.03,394,2388,100,38.74,23.1728,0,3/10/2020 20:30
14,131,0.0007,0.0003,100,518.67,14.62,21.61,1.3,47.82,520.82,2388.12,8149.74,8.4622,0.03,393,2388,100,38.73,23.1857,0,3/10/2020 20:35
14,132,0.004,0.0002,100,518.67,14.62,21.61,1.3,47.78,520.73,2388.1,8151.26,8.4778,0.03,No Data,2388,100,38.57,23.1648,0,3/10/2020 20:40
14,133,-0.0021,0.0001,100,518.67,14.62,21.61,1.3,47.71,520.65,2388.09,8152.21,8.4806,0.03,395,2388,100,38.87,23.2308,0,3/10/2020 20:45
14,134,0.0008,-0.0002,100,518.67,14.62,21.61,1.3,47.7,520.5,2388.1,8152.21,8.4672,0.03,394,2388,100,38.69,23.1382,0,3/10/2020 20:50
14,135,0.0008,0.0003,100,518.67,nan,21.61,1.3,47.75,521.4,2388.12,8152.9,8.4685,0.03,396,2388,100,38.65,23.2326,0,3/10/2020 20:55
14,136,0.0028,0.0001,100,518.67,14.62,21.61,1.3,47.86,520.38,2388.1,8156.99,8.4709,0.03,394,2388,100,38.73,23.2425,0,3/10/2020 21:00
14,137,-0.0037,0.0005,100,518.67,14.62,21.61,no connection,47.86,520.45,2388.12,8152.69,8.4983,0.03,395,2388,100,38.64,23.2578,0,3/10/2020 21:05
14,138,-0.0021,0,100,518.67,14.62,21.61,1.3,47.79,521.51,2388.14,8159.25,8.4703,0.03,395,2388,100,38.56,23.2453,0,3/10/2020 21:10
14,139,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.66,520.94,2388.11,8158.57,8.5034,0.03,394,2388,100,38.77,23.2039,No Data,3/10/2020 21:15
14,140,-0.0008,-0.0002,100,518.67,14.62,21.61,1.3,47.73,520.74,2388.13,8161.15,8.4521,0.03,395,2388,100,38.6,23.236,0,3/10/2020 21:20
14,141,0.002,0.0004,100,518.67,14.62,21.61,1.3,47.83,521.64,2388.12,8153.24,8.4564,0.03,394,2388,100,38.7,23.2822,0,3/10/2020 21:25
14,I/O,0.0038,0,100,518.67,14.62,21.61,1.3,47.8,521.05,2388.12,8162.57,8.4881,0.03,396,2388,100,38.61,23.1289,0,3/10/2020 21:30
14,143,-0.0043,0.0003,100,518.67,14.62,21.61,1.3,47.89,521.23,2388.16,8161.56,8.471,0.03,394,2388,100,38.63,23.1855,0,3/10/2020 21:35
14,144,-0.0006,0.0005,100,518.67,14.62,21.61,1.3,47.72,520.98,2388.13,8155.93,8.4984,0.03,394,2388,100,38.81,23.275,0,3/10/2020 21:40
14,145,0,0.0003,100,518.67,14.62,21.61,1.3,47.76,520.53,2388.1,8160.02,8.4734,0.03,395,2388,no response,38.79,23.2519,0,3/10/2020 21:45
14,146,0.0014,0,stop,518.67,14.62,21.61,1.3,47.88,521.28,2388.17,8156.49,8.4806,0.03,395,I/O,100,38.69,23.1929,0,3/10/2020 21:50
14,147,0.0015,-0.0003,100,518.67,14.62,21.61,1.3,47.83,521.22,2388.11,8160.39,8.4962,0.03,395,2388,100,38.69,23.1172,0,3/10/2020 21:55
14,148,0.005,0.0005,100,518.67,14.62,21.61,1.3,47.83,520.67,2388.11,8161.07,8.4826,0.03,394,2388,100,38.78,23.1352,0,3/10/2020 22:00
14,149,0.0017,-0.0003,100,518.67,14.62,21.61,1.3,47.76,520.74,2388.16,8161.68,8.4905,0.03,395,2388,100,38.58,23.1669,0,3/10/2020 22:05
14,150,0.0023,0,100,518.67,14.62,21.61,1.3,47.87,520.45,2388.13,8159.81,8.4634,0.03,395,2388,100,38.73,23.2591,1,3/10/2020 22:10
14,151,0.0011,-0.0005,100,518.67,14.62,21.61,1.3,47.85,520.51,2388.13,8164.18,8.465,0.03,397,2388,100,start,23.1887,1,3/10/2020 22:15
14,152,0.0001,0.0001,100,518.67,14.62,21.61,1.3,47.88,nan,2388.13,8166.11,8.4977,0.03,391,2388,100,38.51,23.0942,1,3/10/2020 22:20
14,153,-0.0012,-0.0001,100,518.67,14.62,21.61,1.3,47.86,520.29,2388.13,8165.24,8.4838,0.03,395,2388,100,38.49,23.2527,1,3/10/2020 22:25
14,154,0.0006,-0.0004,100,518.67,14.62,21.61,1.3,47.87,520.18,2388.14,8166.68,8.4842,0.03,396,2388,100,38.62,23.1276,1,3/10/2020 22:30
14,155,-0.0028,0.0003,100,518.67,14.62,21.61,1.3,47.94,520.11,2388.17,8166.87,I/O,0.03,395,2388,100,38.58,23.2144,1,3/10/2020 22:35
14,156,0.0034,0,100,518.67,14.62,21.61,1.3,47.86,520.56,2388.17,8169.07,8.4856,0.03,394,2388,100,38.57,23.1665,1,3/10/2020 22:40
14,157,0.0009,-0.0002,100,518.67,14.62,21.61,1.3,47.95,520.66,2388.14,8174.4,8.4878,0.03,394,2388,100,38.61,23.0881,1,3/10/2020 22:45
14,158,0.0026,-0.0003,100,518.67,14.62,21.61,1.3,47.9,520.61,2388.12,8168.16,8.4561,0.03,395,2388,100,38.53,23.2146,1,3/10/2020 22:50
14,159,I/O,-0.0001,100,518.67,14.62,21.61,1.3,48.03,520.74,2388.19,8169.88,8.5229,0.03,396,2388,100,38.71,23.0629,1,3/10/2020 22:55
14,160,-0.0005,-0.0003,100,518.67,14.62,21.61,1.3,47.82,520.53,2388.16,8170.82,8.476,0.03,397,2388,100,38.75,23.0957,1,3/10/2020 23:00
14,161,0.0027,0.0004,100,518.67,14.62,21.61,1.3,47.97,520.55,2388.16,8173.02,8.4682,0.03,395,2388,100,38.51,23.032,1,3/10/2020 23:05
14,162,0.0028,0.0003,100,518.67,14.62,21.61,1.3,48.14,519.97,nan,8174.02,8.4898,0.03,394,2388,100,38.67,23.2032,1,3/10/2020 23:10
14,163,-0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.99,520.6,2388.13,8179.09,8.4926,0.03,396,2388,100,38.66,23.1457,1,3/10/2020 23:15
14,164,0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.94,520.11,2388.16,8175.22,8.4684,0.03,395,2388,100,38.4,23.1089,1,3/10/2020 23:20
14,165,No Data,-0.0003,100,518.67,14.62,21.61,1.3,47.96,520.57,2388.15,8177.27,8.5097,0.03,394,2388,100,38.6,23.1437,1,3/10/2020 23:25
14,166,-0.0006,0.0002,100,518.67,14.62,21.61,1.3,47.92,519.94,2388.17,8180.49,8.4781,0.03,396,2388,100,38.58,23.1287,1,3/10/2020 23:30
14,167,0.0026,0,100,518.67,14.62,21.61,1.3,47.91,520.18,No Data,8183.2,8.5039,0.03,396,2388,100,38.56,23.0397,1,3/10/2020 23:35
14,168,-0.0003,0.0001,100,518.67,14.62,21.61,1.3,47.93,520.04,2388.18,8178.71,8.5399,0.03,396,2388,100,38.52,23.2179,1,3/10/2020 23:40
stop,169,-0.0002,0.0003,100,518.67,14.62,21.61,1.3,47.96,520.11,2388.16,8177.63,8.4984,0.03,396,2388,100,38.49,23.0382,1,3/10/2020 23:45
14,170,-0.0009,-0.0003,100,518.67,14.62,21.61,1.3,48.1,520.67,2388.13,8179.13,8.4978,0.03,397,2388,100,38.51,23.1406,1,3/10/2020 23:50
14,171,-0.003,-0.0004,No Data,518.67,14.62,21.61,1.3,48.18,519.76,2388.17,8184.23,8.5326,0.03,395,2388,100,38.31,23.1044,1,3/10/2020 23:55
14,172,0.0059,0.0002,100,nan,14.62,21.61,1.3,48.12,520.38,2388.2,8182.77,8.4673,0.03,396,2388,100,38.48,23.0938,1,3/11/2020 0:00
14,173,0.004,0.0003,100,518.67,14.62,21.61,1.3,48.05,520.2,2388.19,8193.66,8.5031,0.03,396,2388,100,38.61,23.0647,1,3/11/2020 0:05
14,174,0.0008,0.0001,100,518.67,14.62,21.61,1.3,48.15,519.81,2388.08,8190.52,8.5081,0.03,396,2388,100,38.64,23.0226,1,3/11/2020 0:10
14,175,0.0023,0.0001,100,518.67,14.62,21.61,1.3,48.19,520.37,2388.21,8186.78,8.5324,0.03,396,2388,100,38.47,23.0489,1,3/11/2020 0:15
14,176,-0.002,-0.0002,100,518.67,14.62,21.61,1.3,48.08,520.14,2388.2,8191.75,8.5309,0.03,396,2388,start,38.46,23.1078,1,3/11/2020 0:20
14,177,0.0005,-0.0005,100,518.67,14.62,21.61,1.3,48.04,519.92,2388.18,8193.49,8.5166,0.03,397,2388,100,38.46,23.0187,1,3/11/2020 0:25
14,178,0.0001,-0.0001,100,518.67,14.62,21.61,1.3,48.26,519.98,2388.2,8194.69,8.4919,0.03,397,2388,100,38.44,23.0785,1,3/11/2020 0:30
14,179,-0.0008,0.0003,100,518.67,14.62,21.61,1.3,48.3,519.89,2388.18,8189.64,8.5305,0.03,396,2388,100,38.34,23.0647,1,3/11/2020 0:35
14,180,0.0011,-0.0002,100,518.67,14.62,21.61,1.3,48.32,520.56,2388.23,8196.18,8.5237,0.03,397,2388,100,38.36,22.9824,1,3/11/2020 0:40
15,1,-0.0018,-0.0004,100,518.67,14.62,21.61,1.3,46.98,522.88,2388,8142.23,no response,0.03,391,2388,100,38.87,23.3903,0,3/11/2020 0:45
15,2,0.0004,0.0004,100,518.67,14.62,21.61,1.3,47.08,522.82,2388.05,8142.66,8.4101,0.03,392,2388,100,39.12,23.4014,0,3/11/2020 0:50
15,3,-0.002,-0.0001,100,518.67,14.62,21.61,1.3,47.18,522.62,2387.99,8140.42,8.3922,0.03,391,2388,100,38.89,23.4291,0,3/11/2020 0:55
15,4,-0.0015,-0.0001,100,518.67,14.62,21.61,1.3,46.92,522.67,2388,8140.5,8.4142,0.03,392,2388,100,39.12,23.4905,0,3/11/2020 1:00
15,5,0.0014,-0.0003,100,518.67,14.62,21.6,no response,47.34,523.02,2388,8142.05,8.3915,0.03,390,2388,100,39.09,23.4482,0,3/11/2020 1:05
15,6,-0.0006,-0.0003,100,518.67,14.62,21.61,1.3,47.15,522.62,2387.98,8141.56,8.3864,0.03,391,2388,100,39.14,23.5058,0,3/11/2020 1:10
15,7,0.0027,-0.0005,100,518.67,14.62,21.61,1.3,47.3,522.29,2387.94,8144.41,8.3942,0.03,392,2388,100,39.26,23.4558,0,3/11/2020 1:15
15,8,0.0003,0,100,518.67,14.62,21.61,1.3,47.35,522.26,2387.97,8144.91,8.3968,0.03,391,2388,100,38.96,23.3113,0,3/11/2020 1:20
15,9,0.0022,-0.0005,100,518.67,14.62,21.6,1.3,47.01,522.14,2387.99,8136.59,8.3748,0.03,392,2388,100,39.16,23.486,0,3/11/2020 1:25
15,10,-0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.11,522.44,2388.03,8144.92,8.4223,0.03,391,2388,100,38.9,23.371,0,3/11/2020 1:30
15,11,-0.0023,-0.0002,100,518.67,14.62,21.61,1.3,47.11,522.54,2388.01,8141.67,8.3967,0.03,390,2388,100,39.19,23.4066,0,3/11/2020 1:35
15,12,-0.0016,-0.0005,100,518.67,14.62,21.6,1.3,47.1,522.38,2387.95,8139.11,8.3678,0.03,392,2388,100,39.1,23.3218,0,3/11/2020 1:40
15,13,0.0015,-0.0003,100,518.67,14.62,21.6,1.3,47.23,522.53,2388.01,8142.24,8.4029,0.03,392,2388,100,39.01,23.4324,0,3/11/2020 1:45
15,14,0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.22,522.08,2388.04,8140.28,8.3826,0.03,391,2388,100,39.03,23.5056,0,3/11/2020 1:50
15,15,-0.002,-0.0001,100,518.67,14.62,21.61,1.3,47.06,522.39,2387.99,8135.05,8.3603,0.03,392,2388,100,38.86,23.3726,0,3/11/2020 1:55
15,16,0.0011,0.0004,100,518.67,14.62,21.61,1.3,47.16,522.54,2388.04,8137.87,8.3792,0.03,391,2388,100,39.01,23.5067,0,3/11/2020 2:00
15,17,0.0009,0.0001,100,518.67,14.62,21.61,1.3,47.12,522.21,2388.03,8144.71,8.3948,0.03,390,2388,100,39.01,23.4125,0,3/11/2020 2:05
15,18,-0.0042,0.0005,100,518.67,14.62,21.61,1.3,47.14,522.77,2387.98,8137.89,8.3908,0.03,392,2388,100,39.11,23.4096,0,3/11/2020 2:10
15,19,Bad,0,100,518.67,14.62,21.61,1.3,47.2,521.77,2387.98,8139.13,8.3592,0.03,392,2388,100,38.94,23.4053,0,3/11/2020 2:15
15,20,-0.0027,0.0003,100,518.67,14.62,21.61,1.3,47.17,522.94,2388.02,8143.76,8.4075,0.03,391,2388,100,39.02,23.4697,0,3/11/2020 2:20
15,21,0.0002,0.0003,100,518.67,14.62,21.6,1.3,47.14,522.62,2388.01,8144.26,8.3991,0.03,392,2388,100,39,23.4136,0,3/11/2020 2:25
